epoch,train_loss,val_loss,train_bitwise_accuracy,val_bitwise_accuracy,train_exact_match,val_exact_match,val_f1_micro
1,0.6739543203649849,0.6240912079811096,0.5745530012771393,0.7052160493827161,0.0,0.0,0.7052160493827161
2,0.5949828624725342,0.5214658379554749,0.7581284589186889,0.8770061728395062,0.0,0.0,0.8770061728395062
3,0.48038545456425896,0.39296504855155945,0.8952413260962111,0.9333641975308642,0.0,0.0,0.9333641975308642
4,0.3560657326517434,0.2766997516155243,0.9338681353767561,0.9387037037037037,0.0,0.0,0.9387037037037037
5,0.243737962739221,0.2025321125984192,0.9384112920391656,0.938858024691358,0.0,0.0,0.938858024691358
6,0.19116724770644616,0.1728210747241974,0.9384578544061303,0.9365740740740741,0.0,0.0,0.9365740740740741
7,0.16601430701798406,0.1618976593017578,0.9378525436355896,0.9381172839506173,0.0,0.0,0.9381172839506173
8,0.1554207909723808,0.153435617685318,0.9368215197956578,0.9385493827160494,0.0,0.0,0.9385493827160494
9,0.15173382080834488,0.1506422609090805,0.9369811621966795,0.9383641975308642,0.0,0.0,0.9383641975308642
10,0.1475144568188437,0.14774684607982635,0.9381186143039592,0.9387654320987654,0.0,0.0,0.9387654320987654
11,0.1443897059251522,0.1443604975938797,0.9397017347807578,0.9390123456790124,0.0,0.0,0.9390123456790124
12,0.13964914042374182,0.14167654514312744,0.9412249893571732,0.9399691358024691,0.0,0.0,0.9399691358024691
13,0.13641319141305727,0.13825909793376923,0.9428480204342273,0.9412037037037037,0.0,0.0,0.9412037037037037
14,0.1331633817532967,0.13511566817760468,0.9450630587484036,0.941604938271605,0.0,0.0,0.941604938271605
15,0.1283900599027502,0.1324063390493393,0.9472714452958706,0.9435185185185185,0.0,0.0,0.9435185185185185
16,0.1246759490720157,0.1303921788930893,0.9489676458067262,0.9447222222222222,0.0,0.0,0.9447222222222222
17,0.12218561229006998,0.12720437347888947,0.9502580885483184,0.9469135802469136,0.0,0.0,0.9469135802469136
18,0.11844085002767629,0.1257099211215973,0.9512824606215411,0.9473456790123457,0.0,0.0,0.9473456790123457
19,0.11635979264974594,0.1254606992006302,0.9518279054916986,0.9475617283950617,0.0,0.0,0.9475617283950617
20,0.11470901400878511,0.12474987655878067,0.9516616113239676,0.9482098765432099,0.0,0.0,0.9482098765432099
21,0.11243566896381049,0.12580816447734833,0.952705938697318,0.9465123456790123,0.0,0.0,0.9465123456790123
22,0.11377655509217031,0.1245889663696289,0.9522336632609621,0.9476543209876543,0.0,0.0,0.9476543209876543
23,0.11318036451421935,0.12361303716897964,0.9519808961260111,0.9495370370370371,0.0,0.0,0.9495370370370371
24,0.1107947623421406,0.12676607072353363,0.9526593763303534,0.947037037037037,0.0,0.0,0.947037037037037
25,0.11226056670320445,0.1239858940243721,0.952034110259685,0.948858024691358,0.0,0.0,0.948858024691358
26,0.10969112530864518,0.12366346269845963,0.953683748403576,0.9491049382716049,0.0,0.0,0.9491049382716049
27,0.1106595818338723,0.1264737993478775,0.9524132609621115,0.9470679012345679,0.0,0.0,0.9470679012345679
28,0.11083355237697733,0.12473601847887039,0.9528389740315028,0.9485802469135802,0.0,0.0,0.9485802469135802
29,0.11052218182333584,0.12776632606983185,0.9533910706683695,0.9468518518518518,0.0,0.0,0.9468518518518518
30,0.1095160726329376,0.1279296725988388,0.9527258939974457,0.9460802469135803,0.0,0.0,0.9460802469135803
